time_index,area,num_people,area_m2,density,congestion
639,F,11,438.7231945461476,0.025072756892599,0.050145513785198
639,E,11,583.1261941650279,0.0188638413264058,0.0377276826528116
639,H,23,628.9629458340296,0.0365681319580775,0.073136263916155
639,GH,16,844.1888963399747,0.0189531040616251,0.0379062081232502
639,B,0,736.6620803946497,0.0,0.0
639,IM2,0,464.7433054559947,0.0,0.0
639,J,5,562.7925975599836,0.0088842675288867,0.0177685350577734
639,C,3,637.5788765988797,0.0047053001755693,0.0094106003511386
639,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
639,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
639,N,2,500.4132588224709,0.0039966966596892,0.0079933933193784
639,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
639,A,0,595.5331344664123,0.0,0.0
640,Outside,115,,,
640,K,13,620.3470150691795,0.0209560128189708,0.0419120256379416
640,G,11,440.4463806991165,0.0249746631645373,0.0499493263290746
640,D,13,616.3836869173489,0.0210907593369569,0.0421815186739138
640,F,6,438.7231945461476,0.0136760492141449,0.0273520984282898
640,E,12,583.1261941650279,0.0205787359924427,0.0411574719848854
640,H,21,628.9629458340296,0.0333882943965056,0.0667765887930112
640,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
640,B,0,736.6620803946497,0.0,0.0
640,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
640,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
640,C,4,637.5788765988797,0.0062737335674257,0.0125474671348514
640,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
640,L,3,660.6695710486767,0.0045408478480976,0.0090816956961952
640,N,2,500.4132588224709,0.0039966966596892,0.0079933933193784
640,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
640,A,0,595.5331344664123,0.0,0.0
641,Outside,135,,,
641,K,11,620.3470150691795,0.0177320108468214,0.0354640216936428
641,G,7,440.4463806991165,0.0158929674683419,0.0317859349366838
641,D,9,616.3836869173489,0.0146012949255855,0.029202589851171
641,F,7,438.7231945461476,0.0159553907498357,0.0319107814996714
641,E,7,583.1261941650279,0.0120042626622582,0.0240085253245164
641,H,21,628.9629458340296,0.0333882943965056,0.0667765887930112
641,GH,14,844.1888963399747,0.0165839660539219,0.0331679321078438
641,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
641,IM2,0,464.7433054559947,0.0,0.0
641,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
641,C,6,637.5788765988797,0.0094106003511386,0.0188212007022772
641,IM1,0,414.08163255867794,0.0,0.0
641,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
641,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
641,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
641,A,0,595.5331344664123,0.0,0.0
642,Outside,98,,,
642,K,16,620.3470150691795,0.0257920157771948,0.0515840315543896
642,G,11,440.4463806991165,0.0249746631645373,0.0499493263290746
642,D,9,616.3836869173489,0.0146012949255855,0.029202589851171
642,F,9,438.7231945461476,0.0205140738212174,0.0410281476424348
642,E,16,583.1261941650279,0.0274383146565902,0.0548766293131804
642,H,27,628.9629458340296,0.0429278070812215,0.085855614162443
642,GH,13,844.1888963399747,0.0153993970500704,0.0307987941001408
642,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
642,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
642,J,6,562.7925975599836,0.0106611210346641,0.0213222420693282
642,C,4,637.5788765988797,0.0062737335674257,0.0125474671348514
642,IM1,2,414.08163255867794,0.0048299655013473,0.0096599310026946
642,L,5,660.6695710486767,0.0075680797468294,0.0151361594936588
642,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
642,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
642,A,0,595.5331344664123,0.0,0.0
643,Outside,128,,,
643,K,11,620.3470150691795,0.0177320108468214,0.0354640216936428
643,G,6,440.4463806991165,0.013622543544293,0.027245087088586
643,D,10,616.3836869173489,0.0162236610284283,0.0324473220568566
643,F,10,438.7231945461476,0.0227934153569082,0.0455868307138164
643,E,10,583.1261941650279,0.0171489466603689,0.0342978933207378
643,H,23,628.9629458340296,0.0365681319580775,0.073136263916155
643,GH,14,844.1888963399747,0.0165839660539219,0.0331679321078438
643,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
643,IM2,0,464.7433054559947,0.0,0.0
643,J,6,562.7925975599836,0.0106611210346641,0.0213222420693282
643,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
643,IM1,0,414.08163255867794,0.0,0.0
643,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
643,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
643,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
643,A,0,595.5331344664123,0.0,0.0
644,Outside,122,,,
644,K,9,620.3470150691795,0.014508008874672,0.029016017749344
644,G,6,440.4463806991165,0.013622543544293,0.027245087088586
644,D,10,616.3836869173489,0.0162236610284283,0.0324473220568566
644,F,9,438.7231945461476,0.0205140738212174,0.0410281476424348
644,E,13,583.1261941650279,0.0222936306584796,0.0445872613169592
644,H,25,628.9629458340296,0.0397479695196495,0.079495939039299
644,GH,12,844.1888963399747,0.0142148280462188,0.0284296560924376
644,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
644,IM2,0,464.7433054559947,0.0,0.0
644,J,8,562.7925975599836,0.0142148280462188,0.0284296560924376
644,C,5,637.5788765988797,0.0078421669592822,0.0156843339185644
644,IM1,0,414.08163255867794,0.0,0.0
644,L,7,660.6695710486767,0.0105953116455612,0.0211906232911224
644,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
644,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
644,A,0,595.5331344664123,0.0,0.0
645,Outside,134,,,
645,K,9,620.3470150691795,0.014508008874672,0.029016017749344
645,G,7,440.4463806991165,0.0158929674683419,0.0317859349366838
645,D,9,616.3836869173489,0.0146012949255855,0.029202589851171
645,F,7,438.7231945461476,0.0159553907498357,0.0319107814996714
645,E,13,583.1261941650279,0.0222936306584796,0.0445872613169592
645,H,22,628.9629458340296,0.0349782131772916,0.0699564263545832
645,GH,12,844.1888963399747,0.0142148280462188,0.0284296560924376
645,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
645,IM2,0,464.7433054559947,0.0,0.0
645,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
645,C,5,637.5788765988797,0.0078421669592822,0.0156843339185644
645,IM1,0,414.08163255867794,0.0,0.0
645,L,5,660.6695710486767,0.0075680797468294,0.0151361594936588
645,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
645,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
645,A,0,595.5331344664123,0.0,0.0
646,Outside,135,,,
646,K,9,620.3470150691795,0.014508008874672,0.029016017749344
646,G,6,440.4463806991165,0.013622543544293,0.027245087088586
646,D,15,616.3836869173489,0.0243354915426425,0.048670983085285
646,F,12,438.7231945461476,0.0273520984282898,0.0547041968565796
646,E,11,583.1261941650279,0.0188638413264058,0.0377276826528116
646,H,20,628.9629458340296,0.0317983756157196,0.0635967512314392
646,GH,11,844.1888963399747,0.0130302590423672,0.0260605180847344
646,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
646,IM2,0,464.7433054559947,0.0,0.0
646,J,8,562.7925975599836,0.0142148280462188,0.0284296560924376
646,C,3,637.5788765988797,0.0047053001755693,0.0094106003511386
646,IM1,3,414.08163255867794,0.007244948252021,0.014489896504042
646,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
646,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
646,M,2,672.0425996582782,0.0029760018204455,0.005952003640891
646,A,0,595.5331344664123,0.0,0.0
647,Outside,130,,,
647,K,9,620.3470150691795,0.014508008874672,0.029016017749344
647,G,6,440.4463806991165,0.013622543544293,0.027245087088586
647,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
647,F,8,438.7231945461476,0.0182347322855265,0.036469464571053
647,E,11,583.1261941650279,0.0188638413264058,0.0377276826528116
647,H,24,628.9629458340296,0.0381580507388635,0.076316101477727
647,GH,11,844.1888963399747,0.0130302590423672,0.0260605180847344
647,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
647,IM2,2,464.7433054559947,0.0043034509083194,0.0086069018166388
647,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
647,C,4,637.5788765988797,0.0062737335674257,0.0125474671348514
647,IM1,0,414.08163255867794,0.0,0.0
647,L,5,660.6695710486767,0.0075680797468294,0.0151361594936588
647,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
647,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
647,A,0,595.5331344664123,0.0,0.0
648,Outside,139,,,
648,K,8,620.3470150691795,0.0128960078885974,0.0257920157771948
648,G,5,440.4463806991165,0.0113521196202442,0.0227042392404884
648,D,10,616.3836869173489,0.0162236610284283,0.0324473220568566
648,F,8,438.7231945461476,0.0182347322855265,0.036469464571053
648,E,10,583.1261941650279,0.0171489466603689,0.0342978933207378
648,H,24,628.9629458340296,0.0381580507388635,0.076316101477727
648,GH,9,844.1888963399747,0.0106611210346641,0.0213222420693282
648,B,3,736.6620803946497,0.0040724235437676,0.0081448470875352
648,IM2,2,464.7433054559947,0.0043034509083194,0.0086069018166388
648,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
648,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
648,IM1,0,414.08163255867794,0.0,0.0
648,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
648,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
648,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
648,A,0,595.5331344664123,0.0,0.0
649,Outside,122,,,
649,K,8,620.3470150691795,0.0128960078885974,0.0257920157771948
649,G,15,440.4463806991165,0.0340563588607326,0.0681127177214652
649,D,14,616.3836869173489,0.0227131254397997,0.0454262508795994
649,F,4,438.7231945461476,0.0091173661427632,0.0182347322855264
649,E,14,583.1261941650279,0.0240085253245165,0.048017050649033
649,H,27,628.9629458340296,0.0429278070812215,0.085855614162443
649,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
649,B,0,736.6620803946497,0.0,0.0
649,IM2,0,464.7433054559947,0.0,0.0
649,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
649,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
649,IM1,0,414.08163255867794,0.0,0.0
649,L,7,660.6695710486767,0.0105953116455612,0.0211906232911224
649,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
649,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
649,A,0,595.5331344664123,0.0,0.0
650,Outside,126,,,
650,K,12,620.3470150691795,0.0193440118328961,0.0386880236657922
650,G,6,440.4463806991165,0.013622543544293,0.027245087088586
650,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
650,F,10,438.7231945461476,0.0227934153569082,0.0455868307138164
650,E,13,583.1261941650279,0.0222936306584796,0.0445872613169592
650,H,26,628.9629458340296,0.0413378883004355,0.082675776600871
650,GH,6,844.1888963399747,0.0071074140231094,0.0142148280462188
650,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
650,IM2,0,464.7433054559947,0.0,0.0
650,J,10,562.7925975599836,0.0177685350577735,0.035537070115547
650,C,0,637.5788765988797,0.0,0.0
650,IM1,0,414.08163255867794,0.0,0.0
650,L,7,660.6695710486767,0.0105953116455612,0.0211906232911224
650,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
650,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
650,A,0,595.5331344664123,0.0,0.0
651,Outside,116,,,
651,K,9,620.3470150691795,0.014508008874672,0.029016017749344
651,G,8,440.4463806991165,0.0181633913923907,0.0363267827847814
651,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
651,F,8,438.7231945461476,0.0182347322855265,0.036469464571053
651,E,14,583.1261941650279,0.0240085253245165,0.048017050649033
651,H,24,628.9629458340296,0.0381580507388635,0.076316101477727
651,GH,13,844.1888963399747,0.0153993970500704,0.0307987941001408
651,B,0,736.6620803946497,0.0,0.0
651,IM2,2,464.7433054559947,0.0043034509083194,0.0086069018166388
651,J,11,562.7925975599836,0.0195453885635508,0.0390907771271016
651,C,3,637.5788765988797,0.0047053001755693,0.0094106003511386
651,IM1,2,414.08163255867794,0.0048299655013473,0.0096599310026946
651,L,5,660.6695710486767,0.0075680797468294,0.0151361594936588
651,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
651,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
651,A,0,595.5331344664123,0.0,0.0
652,Outside,133,,,
652,K,12,620.3470150691795,0.0193440118328961,0.0386880236657922
652,G,5,440.4463806991165,0.0113521196202442,0.0227042392404884
652,D,14,616.3836869173489,0.0227131254397997,0.0454262508795994
652,F,6,438.7231945461476,0.0136760492141449,0.0273520984282898
652,E,12,583.1261941650279,0.0205787359924427,0.0411574719848854
652,H,21,628.9629458340296,0.0333882943965056,0.0667765887930112
652,GH,13,844.1888963399747,0.0153993970500704,0.0307987941001408
652,B,0,736.6620803946497,0.0,0.0
652,IM2,0,464.7433054559947,0.0,0.0
652,J,11,562.7925975599836,0.0195453885635508,0.0390907771271016
652,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
652,IM1,0,414.08163255867794,0.0,0.0
652,L,3,660.6695710486767,0.0045408478480976,0.0090816956961952
652,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
652,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
652,A,0,595.5331344664123,0.0,0.0
653,Outside,130,,,
653,K,9,620.3470150691795,0.014508008874672,0.029016017749344
653,G,8,440.4463806991165,0.0181633913923907,0.0363267827847814
653,D,13,616.3836869173489,0.0210907593369569,0.0421815186739138
653,F,9,438.7231945461476,0.0205140738212174,0.0410281476424348
653,E,12,583.1261941650279,0.0205787359924427,0.0411574719848854
653,H,21,628.9629458340296,0.0333882943965056,0.0667765887930112
653,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
653,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
653,IM2,2,464.7433054559947,0.0043034509083194,0.0086069018166388
653,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
653,C,3,637.5788765988797,0.0047053001755693,0.0094106003511386
653,IM1,0,414.08163255867794,0.0,0.0
653,L,3,660.6695710486767,0.0045408478480976,0.0090816956961952
653,N,0,500.4132588224709,0.0,0.0
653,M,0,672.0425996582782,0.0,0.0
653,A,0,595.5331344664123,0.0,0.0
654,Outside,123,,,
654,K,10,620.3470150691795,0.0161200098607467,0.0322400197214934
654,G,3,440.4463806991165,0.0068112717721465,0.013622543544293
654,D,14,616.3836869173489,0.0227131254397997,0.0454262508795994
654,F,8,438.7231945461476,0.0182347322855265,0.036469464571053
654,E,11,583.1261941650279,0.0188638413264058,0.0377276826528116
654,H,27,628.9629458340296,0.0429278070812215,0.085855614162443
654,GH,16,844.1888963399747,0.0189531040616251,0.0379062081232502
654,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
654,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
654,J,4,562.7925975599836,0.0071074140231094,0.0142148280462188
654,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
654,IM1,0,414.08163255867794,0.0,0.0
654,L,3,660.6695710486767,0.0045408478480976,0.0090816956961952
654,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
654,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
654,A,0,595.5331344664123,0.0,0.0
655,Outside,124,,,
655,K,11,620.3470150691795,0.0177320108468214,0.0354640216936428
655,G,8,440.4463806991165,0.0181633913923907,0.0363267827847814
655,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
655,F,6,438.7231945461476,0.0136760492141449,0.0273520984282898
655,E,15,583.1261941650279,0.0257234199905533,0.0514468399811066
655,H,24,628.9629458340296,0.0381580507388635,0.076316101477727
655,GH,12,844.1888963399747,0.0142148280462188,0.0284296560924376
655,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
655,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
655,J,4,562.7925975599836,0.0071074140231094,0.0142148280462188
655,C,0,637.5788765988797,0.0,0.0
655,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
655,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
655,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
655,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
655,A,0,595.5331344664123,0.0,0.0
656,Outside,112,,,
656,K,10,620.3470150691795,0.0161200098607467,0.0322400197214934
656,G,12,440.4463806991165,0.0272450870885861,0.0544901741771722
656,D,9,616.3836869173489,0.0146012949255855,0.029202589851171
656,F,11,438.7231945461476,0.025072756892599,0.050145513785198
656,E,16,583.1261941650279,0.0274383146565902,0.0548766293131804
656,H,24,628.9629458340296,0.0381580507388635,0.076316101477727
656,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
656,B,2,736.6620803946497,0.0027149490291784,0.0054298980583568
656,IM2,0,464.7433054559947,0.0,0.0
656,J,6,562.7925975599836,0.0106611210346641,0.0213222420693282
656,C,2,637.5788765988797,0.0031368667837128,0.0062737335674256
656,IM1,2,414.08163255867794,0.0048299655013473,0.0096599310026946
656,L,5,660.6695710486767,0.0075680797468294,0.0151361594936588
656,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
656,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
656,A,0,595.5331344664123,0.0,0.0
657,Outside,103,,,
657,K,13,620.3470150691795,0.0209560128189708,0.0419120256379416
657,G,10,440.4463806991165,0.0227042392404884,0.0454084784809768
657,D,10,616.3836869173489,0.0162236610284283,0.0324473220568566
657,F,5,438.7231945461476,0.0113967076784541,0.0227934153569082
657,E,14,583.1261941650279,0.0240085253245165,0.048017050649033
657,H,25,628.9629458340296,0.0397479695196495,0.079495939039299
657,GH,7,844.1888963399747,0.0082919830269609,0.0165839660539218
657,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
657,IM2,0,464.7433054559947,0.0,0.0
657,J,13,562.7925975599836,0.0230990955751055,0.046198191150211
657,C,2,637.5788765988797,0.0031368667837128,0.0062737335674256
657,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
657,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
657,N,0,500.4132588224709,0.0,0.0
657,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
657,A,0,595.5331344664123,0.0,0.0
658,Outside,129,,,
658,K,12,620.3470150691795,0.0193440118328961,0.0386880236657922
658,G,5,440.4463806991165,0.0113521196202442,0.0227042392404884
658,D,13,616.3836869173489,0.0210907593369569,0.0421815186739138
658,F,4,438.7231945461476,0.0091173661427632,0.0182347322855264
658,E,12,583.1261941650279,0.0205787359924427,0.0411574719848854
658,H,22,628.9629458340296,0.0349782131772916,0.0699564263545832
658,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
658,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
658,IM2,0,464.7433054559947,0.0,0.0
658,J,6,562.7925975599836,0.0106611210346641,0.0213222420693282
658,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
658,IM1,0,414.08163255867794,0.0,0.0
658,L,3,660.6695710486767,0.0045408478480976,0.0090816956961952
658,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
658,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
658,A,0,595.5331344664123,0.0,0.0
659,Outside,120,,,
659,K,8,620.3470150691795,0.0128960078885974,0.0257920157771948
659,G,5,440.4463806991165,0.0113521196202442,0.0227042392404884
659,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
659,F,4,438.7231945461476,0.0091173661427632,0.0182347322855264
659,E,16,583.1261941650279,0.0274383146565902,0.0548766293131804
659,H,24,628.9629458340296,0.0381580507388635,0.076316101477727
659,GH,12,844.1888963399747,0.0142148280462188,0.0284296560924376
659,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
659,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
659,J,8,562.7925975599836,0.0142148280462188,0.0284296560924376
659,C,2,637.5788765988797,0.0031368667837128,0.0062737335674256
659,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
659,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
659,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
659,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
659,A,0,595.5331344664123,0.0,0.0
660,Outside,126,,,
660,K,8,620.3470150691795,0.0128960078885974,0.0257920157771948
660,G,11,440.4463806991165,0.0249746631645373,0.0499493263290746
660,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
660,F,9,438.7231945461476,0.0205140738212174,0.0410281476424348
660,E,15,583.1261941650279,0.0257234199905533,0.0514468399811066
660,H,23,628.9629458340296,0.0365681319580775,0.073136263916155
660,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
660,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
660,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
660,J,7,562.7925975599836,0.0124379745404414,0.0248759490808828
660,C,2,637.5788765988797,0.0031368667837128,0.0062737335674256
660,IM1,0,414.08163255867794,0.0,0.0
660,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
660,N,0,500.4132588224709,0.0,0.0
660,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
660,A,0,595.5331344664123,0.0,0.0
661,Outside,132,,,
661,K,10,620.3470150691795,0.0161200098607467,0.0322400197214934
661,G,8,440.4463806991165,0.0181633913923907,0.0363267827847814
661,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
661,F,9,438.7231945461476,0.0205140738212174,0.0410281476424348
661,E,14,583.1261941650279,0.0240085253245165,0.048017050649033
661,H,22,628.9629458340296,0.0349782131772916,0.0699564263545832
661,GH,12,844.1888963399747,0.0142148280462188,0.0284296560924376
661,B,0,736.6620803946497,0.0,0.0
661,IM2,0,464.7433054559947,0.0,0.0
661,J,8,562.7925975599836,0.0142148280462188,0.0284296560924376
661,C,3,637.5788765988797,0.0047053001755693,0.0094106003511386
661,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
661,L,5,660.6695710486767,0.0075680797468294,0.0151361594936588
661,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
661,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
661,A,0,595.5331344664123,0.0,0.0
662,Outside,124,,,
662,K,11,620.3470150691795,0.0177320108468214,0.0354640216936428
662,G,9,440.4463806991165,0.0204338153164396,0.0408676306328792
662,D,11,616.3836869173489,0.0178460271312712,0.0356920542625424
662,F,8,438.7231945461476,0.0182347322855265,0.036469464571053
662,E,10,583.1261941650279,0.0171489466603689,0.0342978933207378
662,H,22,628.9629458340296,0.0349782131772916,0.0699564263545832
662,GH,14,844.1888963399747,0.0165839660539219,0.0331679321078438
662,B,0,736.6620803946497,0.0,0.0
662,IM2,0,464.7433054559947,0.0,0.0
662,J,4,562.7925975599836,0.0071074140231094,0.0142148280462188
662,C,5,637.5788765988797,0.0078421669592822,0.0156843339185644
662,IM1,0,414.08163255867794,0.0,0.0
662,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
662,N,0,500.4132588224709,0.0,0.0
662,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
662,A,0,595.5331344664123,0.0,0.0
663,Outside,122,,,
663,K,11,620.3470150691795,0.0177320108468214,0.0354640216936428
663,G,9,440.4463806991165,0.0204338153164396,0.0408676306328792
663,D,13,616.3836869173489,0.0210907593369569,0.0421815186739138
663,F,5,438.7231945461476,0.0113967076784541,0.0227934153569082
663,E,12,583.1261941650279,0.0205787359924427,0.0411574719848854
663,H,18,628.9629458340296,0.0286185380541476,0.0572370761082952
663,GH,15,844.1888963399747,0.0177685350577735,0.035537070115547
663,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
663,IM2,0,464.7433054559947,0.0,0.0
663,J,8,562.7925975599836,0.0142148280462188,0.0284296560924376
663,C,4,637.5788765988797,0.0062737335674257,0.0125474671348514
663,IM1,1,414.08163255867794,0.0024149827506736,0.0048299655013472
663,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
663,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
663,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
663,A,0,595.5331344664123,0.0,0.0
664,Outside,135,,,
664,K,10,620.3470150691795,0.0161200098607467,0.0322400197214934
664,G,7,440.4463806991165,0.0158929674683419,0.0317859349366838
664,D,13,616.3836869173489,0.0210907593369569,0.0421815186739138
664,F,5,438.7231945461476,0.0113967076784541,0.0227934153569082
664,E,13,583.1261941650279,0.0222936306584796,0.0445872613169592
664,H,20,628.9629458340296,0.0317983756157196,0.0635967512314392
664,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
664,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
664,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
664,J,5,562.7925975599836,0.0088842675288867,0.0177685350577734
664,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
664,IM1,0,414.08163255867794,0.0,0.0
664,L,4,660.6695710486767,0.0060544637974635,0.012108927594927
664,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
664,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
664,A,0,595.5331344664123,0.0,0.0
665,Outside,130,,,
665,K,9,620.3470150691795,0.014508008874672,0.029016017749344
665,G,7,440.4463806991165,0.0158929674683419,0.0317859349366838
665,D,13,616.3836869173489,0.0210907593369569,0.0421815186739138
665,F,8,438.7231945461476,0.0182347322855265,0.036469464571053
665,E,13,583.1261941650279,0.0222936306584796,0.0445872613169592
665,H,17,628.9629458340296,0.0270286192733616,0.0540572385467232
665,GH,10,844.1888963399747,0.0118456900385156,0.0236913800770312
665,B,0,736.6620803946497,0.0,0.0
665,IM2,1,464.7433054559947,0.0021517254541597,0.0043034509083194
665,J,5,562.7925975599836,0.0088842675288867,0.0177685350577734
665,C,1,637.5788765988797,0.0015684333918564,0.0031368667837128
665,IM1,2,414.08163255867794,0.0048299655013473,0.0096599310026946
665,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
665,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
665,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
665,A,0,595.5331344664123,0.0,0.0
666,Outside,127,,,
666,K,11,620.3470150691795,0.0177320108468214,0.0354640216936428
666,G,10,440.4463806991165,0.0227042392404884,0.0454084784809768
666,D,14,616.3836869173489,0.0227131254397997,0.0454262508795994
666,F,7,438.7231945461476,0.0159553907498357,0.0319107814996714
666,E,15,583.1261941650279,0.0257234199905533,0.0514468399811066
666,H,19,628.9629458340296,0.0302084568349336,0.0604169136698672
666,GH,7,844.1888963399747,0.0082919830269609,0.0165839660539218
666,B,1,736.6620803946497,0.0013574745145892,0.0027149490291784
666,IM2,0,464.7433054559947,0.0,0.0
666,J,4,562.7925975599836,0.0071074140231094,0.0142148280462188
666,C,2,637.5788765988797,0.0031368667837128,0.0062737335674256
666,IM1,0,414.08163255867794,0.0,0.0
666,L,6,660.6695710486767,0.0090816956961953,0.0181633913923906
666,N,1,500.4132588224709,0.0019983483298446,0.0039966966596892
666,M,1,672.0425996582782,0.0014880009102227,0.0029760018204454
666,A,0,595.5331344664123,0.0,0.0
667,Outside,144,,,
667,K,8,620.3470150691795,0.0128960078885974,0.0257920157771948
667,G,6,440.4463806991165,0.013622543544293,0.027245087088586
667,D,10,616.3836869173489,0.0162236610284283,0.0324473220568566
