time_index,area,num_people
2470,IM2,76
2470,J,36
2470,B,95
2470,M,11
2470,A,2
2471,Outside,492
2471,IM1,125
2471,E,43
2471,C,122
2471,K,23
2471,N,2
2471,H,83
2471,GH,11
2471,G,46
2471,F,60
2471,D,114
2471,L,18
2471,IM2,74
2471,J,30
2471,B,101
2471,M,14
2471,A,2
2472,Outside,412
2472,IM1,127
2472,E,59
2472,C,106
2472,K,29
2472,N,7
2472,H,90
2472,GH,2
2472,G,47
2472,F,40
2472,D,123
2472,L,30
2472,IM2,80
2472,J,37
2472,B,116
2472,M,8
2472,A,2
2473,Outside,400
2473,IM1,100
2473,E,59
2473,C,120
2473,K,27
2473,N,2
2473,H,92
2473,GH,1
2473,G,45
2473,F,68
2473,D,131
2473,L,25
2473,IM2,83
2473,J,33
2473,B,124
2473,M,10
2473,A,0
2474,Outside,431
2474,IM1,160
2474,E,48
2474,C,109
2474,K,29
2474,N,0
2474,H,86
2474,GH,3
2474,G,37
2474,F,56
2474,D,119
2474,L,21
2474,IM2,93
2474,J,31
2474,B,89
2474,M,14
2474,A,0
2475,Outside,502
2475,IM1,135
2475,E,67
2475,C,150
2475,K,27
2475,N,3
2475,H,64
2475,GH,7
2475,G,51
2475,F,60
2475,D,93
2475,L,24
2475,IM2,44
2475,J,29
2475,B,30
2475,M,8
2475,A,0
2476,Outside,450
2476,IM1,130
2476,E,48
2476,C,143
2476,K,23
2476,N,5
2476,H,69
2476,GH,7
2476,G,47
2476,F,75
2476,D,100
2476,L,16
2476,IM2,92
2476,J,29
2476,B,131
2476,M,6
2476,A,0
2477,Outside,447
2477,IM1,111
2477,E,60
2477,C,148
2477,K,24
2477,N,6
2477,H,76
2477,GH,7
2477,G,43
2477,F,56
2477,D,108
2477,L,16
2477,IM2,95
2477,J,25
2477,B,129
2477,M,8
2477,A,0
2478,Outside,426
2478,IM1,153
2478,E,41
2478,C,142
2478,K,18
2478,N,3
2478,H,115
2478,GH,8
2478,G,34
2478,F,67
2478,D,99
2478,L,21
2478,IM2,37
2478,J,34
2478,B,108
2478,M,6
2478,A,0
2479,Outside,479
2479,IM1,160
2479,E,33
2479,C,146
2479,K,19
2479,N,4
2479,H,87
2479,GH,9
2479,G,47
2479,F,64
2479,D,102
2479,L,19
2479,IM2,17
2479,J,33
2479,B,94
2479,M,5
2479,A,0
2480,Outside,501
2480,IM1,149
2480,E,38
2480,C,145
2480,K,27
2480,N,7
2480,H,80
2480,GH,2
2480,G,42
2480,F,56
2480,D,86
2480,L,10
2480,IM2,60
2480,J,29
2480,B,113
2480,M,5
2480,A,2
2481,Outside,435
2481,IM1,105
2481,E,48
2481,C,153
2481,K,29
2481,N,2
2481,H,80
2481,GH,1
2481,G,51
2481,F,52
2481,D,98
2481,L,19
2481,IM2,95
2481,J,32
2481,B,107
2481,M,4
2481,A,2
2482,Outside,387
2482,IM1,108
2482,E,46
2482,C,136
2482,K,21
2482,N,1
2482,H,102
2482,GH,3
2482,G,42
2482,F,73
2482,D,124
2482,L,17
2482,IM2,78
2482,J,26
2482,B,119
2482,M,7
2482,A,0
2483,Outside,414
2483,IM1,111
2483,E,48
2483,C,142
2483,K,22
2483,N,5
2483,H,93
2483,GH,5
2483,G,29
2483,F,72
2483,D,102
2483,L,14
2483,IM2,51
2483,J,30
2483,B,119
2483,M,6
2483,A,0
2484,Outside,505
2484,IM1,130
2484,E,35
2484,C,123
2484,K,21
2484,N,7
2484,H,90
2484,GH,9
2484,G,44
2484,F,43
2484,D,111
2484,L,18
2484,IM2,66
2484,J,32
2484,B,76
2484,M,7
2484,A,2
2485,Outside,479
2485,IM1,104
2485,E,44
2485,C,129
2485,K,27
2485,N,3
2485,H,90
2485,GH,7
2485,G,18
2485,F,73
2485,D,112
2485,L,8
2485,IM2,65
2485,J,20
2485,B,124
2485,M,9
2485,A,1
2486,Outside,485
2486,IM1,96
2486,E,49
2486,C,142
2486,K,24
2486,N,4
2486,H,93
2486,GH,4
2486,G,36
2486,F,63
2486,D,103
2486,L,20
2486,IM2,71
2486,J,27
2486,B,151
2486,M,2
2486,A,1
2487,Outside,477
2487,IM1,109
2487,E,41
2487,C,146
2487,K,18
2487,N,0
2487,H,71
2487,GH,6
2487,G,37
2487,F,61
2487,D,105
2487,L,16
2487,IM2,65
2487,J,43
2487,B,53
2487,M,13
2487,A,0
2488,Outside,489
2488,IM1,77
2488,E,57
2488,C,113
2488,K,24
2488,N,3
2488,H,83
2488,GH,9
2488,G,39
2488,F,63
2488,D,121
2488,L,15
2488,IM2,61
2488,J,29
2488,B,108
2488,M,6
2488,A,1
2489,Outside,437
2489,IM1,119
2489,E,42
2489,C,123
2489,K,26
2489,N,5
2489,H,88
2489,GH,4
2489,G,33
2489,F,74
2489,D,125
2489,L,22
2489,IM2,69
2489,J,37
2489,B,97
2489,M,6
2489,A,0
2490,Outside,448
2490,IM1,119
2490,E,39
2490,C,103
2490,K,28
2490,N,1
2490,H,67
2490,GH,4
2490,G,50
2490,F,58
2490,D,110
2490,L,9
2490,IM2,54
2490,J,26
2490,B,155
2490,M,6
2490,A,0
2491,Outside,467
2491,IM1,114
2491,E,39
2491,C,115
2491,K,25
2491,N,1
2491,H,81
2491,GH,6
2491,G,30
2491,F,66
2491,D,126
2491,L,16
2491,IM2,72
2491,J,29
2491,B,110
2491,M,9
2491,A,2
2492,Outside,517
2492,IM1,143
2492,E,48
2492,C,119
2492,K,24
2492,N,3
2492,H,76
2492,GH,4
2492,G,39
2492,F,62
2492,D,106
2492,L,15
2492,IM2,66
2492,J,26
2492,B,56
2492,M,8
2492,A,1
2493,Outside,453
2493,IM1,128
2493,E,43
2493,C,135
2493,K,25
2493,N,4
2493,H,86
2493,GH,2
2493,G,40
2493,F,54
2493,D,113
2493,L,19
2493,IM2,57
2493,J,32
2493,B,119
2493,M,7
2493,A,0
2494,Outside,414
2494,IM1,138
2494,E,45
2494,C,125
2494,K,25
2494,N,4
2494,H,83
2494,GH,6
2494,G,38
2494,F,55
2494,D,115
2494,L,15
2494,IM2,31
2494,J,27
2494,B,141
2494,M,5
2494,A,0
2495,Outside,467
2495,IM1,122
2495,E,50
2495,C,124
2495,K,25
2495,N,4
2495,H,66
2495,GH,10
2495,G,54
2495,F,63
2495,D,113
2495,L,13
2495,IM2,58
2495,J,32
2495,B,104
2495,M,6
2495,A,1
2496,Outside,439
2496,IM1,144
2496,E,53
2496,C,85
2496,K,24
2496,N,2
2496,H,74
2496,GH,4
2496,G,35
2496,F,21
2496,D,123
2496,L,8
2496,IM2,60
2496,J,28
2496,B,119
2496,M,10
2496,A,0
2497,Outside,491
2497,IM1,122
2497,E,39
2497,C,113
2497,K,23
2497,N,1
2497,H,79
2497,GH,11
2497,G,38
2497,F,52
2497,D,130
2497,L,14
2497,IM2,57
2497,J,38
2497,B,97
2497,M,8
2497,A,0
2498,Outside,479
2498,IM1,133
2498,E,41
2498,C,113
2498,K,26
2498,N,2
2498,H,81
2498,GH,10
2498,G,48
2498,F,61
2498,D,127
2498,L,15
2498,IM2,53
2498,J,36
2498,B,79
2498,M,11
2498,A,0
2499,Outside,417
2499,IM1,132
2499,E,49
2499,C,119
2499,K,36
2499,N,3
2499,H,94
2499,GH,3
2499,G,37
2499,F,60
2499,D,129
2499,L,13
2499,IM2,50
2499,J,29
2499,B,92
2499,M,6
2499,A,0
2500,Outside,427
2500,IM1,66
2500,E,44
2500,C,134
2500,K,24
2500,N,4
2500,H,85
2500,GH,7
2500,G,43
2500,F,80
2500,D,130
2500,L,13
2500,IM2,68
2500,J,33
2500,B,73
2500,M,8
2500,A,0
2501,Outside,481
2501,IM1,73
2501,E,42
2501,C,135
2501,K,33
2501,N,5
2501,H,81
2501,GH,4
2501,G,38
2501,F,76
2501,D,114
2501,L,15
2501,IM2,64
2501,J,30
2501,B,64
2501,M,9
2501,A,0
2502,Outside,478
2502,IM1,110
2502,E,39
2502,C,94
2502,K,34
2502,N,7
2502,H,89
2502,GH,7
2502,G,37
2502,F,68
2502,D,129
2502,L,20
2502,IM2,67
2502,J,25
2502,B,84
2502,M,6
2502,A,0
2503,Outside,487
2503,IM1,129
2503,E,52
2503,C,112
2503,K,37
2503,N,6
2503,H,96
2503,GH,6
2503,G,39
2503,F,45
2503,D,122
2503,L,3
2503,IM2,30
2503,J,28
2503,B,110
2503,M,3
2503,A,0
2504,Outside,460
2504,IM1,86
2504,E,48
2504,C,139
2504,K,34
2504,N,8
2504,H,83
2504,GH,6
2504,G,39
2504,F,55
2504,D,110
2504,L,15
2504,IM2,46
2504,J,35
2504,B,131
2504,M,8
2504,A,2
2505,Outside,481
2505,IM1,111
2505,E,59
2505,C,136
2505,K,31
2505,N,5
2505,H,84
2505,GH,3
2505,G,27
2505,F,56
2505,D,117
2505,L,14
2505,IM2,62
2505,J,32
2505,B,115
2505,M,16
2505,A,0
2506,Outside,562
2506,IM1,107
2506,E,52
2506,C,114
2506,K,35
2506,N,5
2506,H,65
2506,GH,6
2506,G,29
2506,F,47
2506,D,129
2506,L,15
2506,IM2,62
2506,J,29
2506,B,99
2506,M,6
2506,A,2
2507,Outside,444
2507,IM1,102
2507,E,57
2507,C,128
2507,K,36
2507,N,3
2507,H,89
2507,GH,2
2507,G,36
2507,F,65
2507,D,131
2507,L,14
2507,IM2,35
2507,J,24
2507,B,110
2507,M,3
2507,A,0
2508,Outside,468
2508,IM1,103
2508,E,58
2508,C,112
2508,K,43
2508,N,5
2508,H,77
2508,GH,4
2508,G,44
2508,F,59
2508,D,105
2508,L,13
2508,IM2,24
2508,J,26
2508,B,129
2508,M,8
2508,A,0
2509,Outside,481
2509,IM1,65
2509,E,42
2509,C,118
2509,K,34
2509,N,2
2509,H,82
2509,GH,3
2509,G,46
2509,F,55
2509,D,116
2509,L,14
2509,IM2,37
2509,J,24
2509,B,141
2509,M,13
2509,A,1
2510,Outside,418
2510,IM1,108
2510,E,54
2510,C,122
2510,K,38
2510,N,8
2510,H,71
2510,GH,4
2510,G,64
2510,F,52
2510,D,108
2510,L,18
2510,IM2,27
2510,J,22
2510,B,126
2510,M,4
2510,A,0
2511,Outside,466
2511,IM1,98
2511,E,43
2511,C,123
2511,K,36
2511,N,6
2511,H,63
2511,GH,4
2511,G,44
2511,F,61
2511,D,112
2511,L,15
2511,IM2,31
2511,J,35
2511,B,183
2511,M,4
2511,A,2
2512,Outside,494
2512,IM1,75
2512,E,57
2512,C,112
2512,K,36
2512,N,5
2512,H,81
2512,GH,4
2512,G,32
2512,F,66
2512,D,83
2512,L,15
2512,IM2,33
2512,J,41
2512,B,129
2512,M,6
2512,A,3
2513,Outside,491
2513,IM1,106
2513,E,35
2513,C,134
2513,K,22
2513,N,7
2513,H,87
2513,GH,5
2513,G,40
2513,F,87
2513,D,115
2513,L,13
2513,IM2,34
2513,J,33
2513,B,104
2513,M,5
2513,A,1
2514,Outside,526
2514,IM1,69
2514,E,34
2514,C,118
2514,K,32
2514,N,3
2514,H,81
2514,GH,3
2514,G,53
2514,F,71
2514,D,98
2514,L,11
2514,IM2,29
2514,J,33
2514,B,142
2514,M,10
2514,A,1
2515,Outside,458
2515,IM1,121
2515,E,43
2515,C,125
2515,K,33
2515,N,5
2515,H,85
2515,GH,4
2515,G,44
2515,F,84
2515,D,106
2515,L,10
2515,IM2,45
2515,J,31
2515,B,148
2515,M,10
2515,A,1
2516,Outside,462
2516,IM1,117
2516,E,25
2516,C,129
2516,K,36
2516,N,4
2516,H,79
2516,GH,6
2516,G,46
2516,F,84
2516,D,109
2516,L,14
2516,IM2,52
2516,J,37
2516,B,120
2516,M,8
2516,A,0
2517,Outside,460
2517,IM1,43
2517,E,41
2517,C,141
2517,K,26
2517,N,6
2517,H,80
2517,GH,2
2517,G,43
2517,F,60
2517,D,120
2517,L,18
2517,IM2,52
2517,J,28
2517,B,117
2517,M,4
2517,A,0
2518,Outside,481
2518,IM1,114
2518,E,45
2518,C,116
2518,K,33
2518,N,7
2518,H,83
2518,GH,8
2518,G,31
2518,F,75
2518,D,115
2518,L,12
2518,IM2,59
2518,J,30
2518,B,160
2518,M,10
2518,A,0
2519,Outside,541
2519,IM1,54
2519,E,58
2519,C,159
2519,K,36
2519,N,1
2519,H,77
2519,GH,10
2519,G,27
2519,F,68
2519,D,114
2519,L,13
2519,IM2,65
2519,J,27
2519,B,35
2519,M,8
2519,A,3
2520,Outside,484
2520,IM1,50
2520,E,50
2520,C,150
2520,K,32
2520,N,5
2520,H,95
2520,GH,3
2520,G,31
2520,F,88
2520,D,115
2520,L,22
2520,IM2,31
2520,J,27
2520,B,165
2520,M,3
2520,A,1
2521,Outside,468
2521,IM1,87
2521,E,61
2521,C,145
2521,K,26
2521,N,5
2521,H,91
2521,GH,6
2521,G,45
2521,F,93
2521,D,105
2521,L,23
2521,IM2,61
2521,J,28
2521,B,160
2521,M,3
2521,A,1
2522,Outside,520
2522,IM1,82
2522,E,62
2522,C,105
2522,K,37
2522,N,8
2522,H,83
2522,GH,4
2522,G,32
2522,F,71
2522,D,113
2522,L,14
2522,IM2,59
2522,J,41
2522,B,126
2522,M,4
2522,A,1
2523,Outside,463
2523,IM1,99
2523,E,55
2523,C,143
2523,K,37
2523,N,6
2523,H,100
2523,GH,7
2523,G,30
2523,F,88
2523,D,117
2523,L,22
2523,IM2,68
2523,J,25
2523,B,144
2523,M,6
2523,A,0
2524,Outside,482
2524,IM1,84
2524,E,47
2524,C,137
2524,K,36
2524,N,4
2524,H,99
2524,GH,10
2524,G,44
2524,F,64
2524,D,119
2524,L,13
2524,IM2,72
2524,J,20
2524,B,147
2524,M,3
2524,A,0
2525,Outside,482
2525,IM1,129
2525,E,57
2525,C,136
2525,K,29
2525,N,6
2525,H,98
2525,GH,6
2525,G,38
2525,F,65
2525,D,104
2525,L,22
2525,IM2,68
2525,J,27
2525,B,111
2525,M,6
2525,A,0
2526,Outside,533
2526,IM1,117
2526,E,47
2526,C,129
2526,K,33
2526,N,5
2526,H,82
2526,GH,4
2526,G,43
2526,F,72
2526,D,120
2526,L,23
2526,IM2,21
2526,J,32
2526,B,163
2526,M,6
2526,A,0
2527,Outside,441
2527,IM1,164
2527,E,45
2527,C,101
2527,K,26
2527,N,5
2527,H,81
2527,GH,12
2527,G,40
2527,F,77
2527,D,133
2527,L,14
2527,IM2,40
2527,J,35
2527,B,150
2527,M,11
2527,A,0
2528,Outside,498
2528,IM1,139
2528,E,51
2528,C,83
2528,K,29
2528,N,6
2528,H,71
2528,GH,7
2528,G,41
2528,F,86
2528,D,107
2528,L,16
2528,IM2,63
2528,J,27
2528,B,121
2528,M,7
2528,A,4
2529,Outside,481
2529,IM1,104
2529,E,49
2529,C,135
2529,K,23
2529,N,5
2529,H,50
2529,GH,4
2529,G,54
2529,F,69
2529,D,119
2529,L,16
2529,IM2,53
2529,J,43
2529,B,130
2529,M,5
2529,A,2
2530,Outside,486
2530,IM1,109
2530,E,47
2530,C,100
2530,K,34
2530,N,0
2530,H,76
2530,GH,5
2530,G,52
2530,F,31
2530,D,116
2530,L,15
2530,IM2,34
2530,J,33
2530,B,149
2530,M,7
2530,A,0
2531,Outside,444
2531,IM1,113
2531,E,52
2531,C,128
2531,K,40
2531,N,5
2531,H,67
2531,GH,7
2531,G,36
2531,F,88
2531,D,119
2531,L,21
2531,IM2,53
2531,J,41
2531,B,135
2531,M,3
2531,A,0
2532,Outside,496
2532,IM1,115
2532,E,34
2532,C,99
2532,K,31
2532,N,0
2532,H,67
2532,GH,8
2532,G,40
2532,F,71
2532,D,119
2532,L,24
2532,IM2,66
2532,J,50
2532,B,193
2532,M,3
2532,A,1
2533,Outside,565
2533,IM1,110
2533,E,59
2533,C,109
2533,K,31
2533,N,2
2533,H,75
2533,GH,5
2533,G,44
2533,F,61
2533,D,126
2533,L,14
2533,IM2,19
2533,J,35
2533,B,91
2533,M,6
2533,A,0
2534,Outside,547
2534,IM1,139
2534,E,41
2534,C,70
2534,K,28
2534,N,1
2534,H,65
2534,GH,12
2534,G,26
2534,F,70
2534,D,141
2534,L,26
2534,IM2,25
2534,J,34
2534,B,167
2534,M,7
2534,A,0
2535,Outside,485
2535,IM1,116
2535,E,57
2535,C,64
2535,K,40
2535,N,1
2535,H,66
2535,GH,2
2535,G,41
2535,F,78
2535,D,140
2535,L,14
2535,IM2,30
2535,J,42
2535,B,180
2535,M,10
2535,A,2
2536,Outside,551
2536,IM1,51
2536,E,59
2536,C,109
2536,K,15
2536,N,1
2536,H,72
2536,GH,8
2536,G,39
2536,F,80
2536,D,123
2536,L,23
2536,IM2,51
2536,J,35
2536,B,157
2536,M,4
2536,A,3
2537,Outside,493
2537,IM1,128
2537,E,47
2537,C,79
2537,K,28
2537,N,0
2537,H,70
2537,GH,5
2537,G,40
2537,F,67
2537,D,148
2537,L,17
2537,IM2,44
2537,J,31
2537,B,175
2537,M,7
2537,A,1
2538,Outside,511
2538,IM1,118
2538,E,46
2538,C,117
2538,K,30
2538,N,1
2538,H,61
2538,GH,3
2538,G,39
2538,F,85
2538,D,102
2538,L,28
2538,IM2,59
2538,J,27
2538,B,174
2538,M,8
2538,A,2
2539,Outside,463
2539,IM1,103
2539,E,63
2539,C,121
2539,K,32
2539,N,0
2539,H,78
2539,GH,5
2539,G,43
2539,F,49
2539,D,141
2539,L,29
2539,IM2,46
2539,J,35
2539,B,136
2539,M,7
2539,A,0
2540,Outside,477
2540,IM1,61
2540,E,61
2540,C,122
2540,K,35
2540,N,1
2540,H,79
2540,GH,7
2540,G,42
2540,F,79
2540,D,137
2540,L,32
2540,IM2,53
2540,J,40
2540,B,149
2540,M,5
2540,A,1
2541,Outside,501
2541,IM1,111
2541,E,53
2541,C,105
2541,K,31
2541,N,4
2541,H,73
2541,GH,5
2541,G,47
2541,F,68
2541,D,105
2541,L,30
2541,IM2,57
2541,J,37
2541,B,171
2541,M,7
2541,A,1
2542,Outside,445
2542,IM1,126
2542,E,46
2542,C,122
2542,K,35
2542,N,5
2542,H,83
2542,GH,3
2542,G,28
2542,F,89
2542,D,115
2542,L,26
2542,IM2,66
2542,J,37
2542,B,163
2542,M,3
2542,A,0
2543,Outside,479
2543,IM1,90
2543,E,53
2543,C,145
2543,K,47
2543,N,5
2543,H,64
2543,GH,5
2543,G,38
2543,F,86
2543,D,112
2543,L,25
2543,IM2,45
2543,J,35
2543,B,131
2543,M,6
2543,A,3
2544,Outside,496
2544,IM1,130
2544,E,37
2544,C,121
2544,K,41
2544,N,6
2544,H,78
2544,GH,10
2544,G,43
2544,F,82
2544,D,122
2544,L,17
2544,IM2,59
2544,J,30
2544,B,123
2544,M,11
2544,A,1
2545,Outside,441
2545,IM1,142
2545,E,48
2545,C,145
2545,K,38
2545,N,4
2545,H,68
2545,GH,9
2545,G,44
2545,F,88
2545,D,124
2545,L,11
2545,IM2,36
2545,J,30
2545,B,128
2545,M,6
2545,A,0
2546,Outside,488
2546,IM1,52
2546,E,79
2546,C,143
2546,K,35
2546,N,5
2546,H,60
2546,GH,10
2546,G,51
2546,F,73
2546,D,116
2546,L,10
2546,IM2,40
2546,J,22
2546,B,153
2546,M,5
2546,A,0
2547,Outside,454
2547,IM1,159
2547,E,56
2547,C,151
2547,K,33
2547,N,5
2547,H,64
2547,GH,7
2547,G,36
2547,F,81
2547,D,94
2547,L,25
2547,IM2,51
2547,J,26
2547,B,162
2547,M,3
2547,A,2
2548,Outside,511
2548,IM1,120
2548,E,48
2548,C,110
2548,K,41
2548,N,5
2548,H,73
2548,GH,6
2548,G,45
2548,F,72
2548,D,117
2548,L,13
2548,IM2,27
2548,J,24
2548,B,175
2548,M,3
2548,A,1
2549,Outside,545
2549,IM1,124
2549,E,53
2549,C,125
2549,K,31
2549,N,6
2549,H,60
2549,GH,6
2549,G,48
2549,F,86
2549,D,113
2549,L,23
2549,IM2,34
2549,J,24
2549,B,123
2549,M,2
2549,A,0
2550,Outside,487
2550,IM1,146
2550,E,37
2550,C,149
2550,K,34
2550,N,6
2550,H,90
2550,GH,7
2550,G,34
2550,F,77
2550,D,121
2550,L,14
2550,IM2,50
2550,J,28
2550,B,126
2550,M,5
2550,A,5
2551,Outside,487
2551,IM1,135
2551,E,52
2551,C,122
2551,K,39
2551,N,5
2551,H,79
2551,GH,5
2551,G,29
2551,F,79
2551,D,100
2551,L,15
2551,IM2,56
2551,J,27
2551,B,147
2551,M,6
2551,A,2
2552,Outside,464
2552,IM1,90
2552,E,61
2552,C,127
2552,K,36
2552,N,8
2552,H,79
2552,GH,2
2552,G,34
2552,F,70
2552,D,122
2552,L,19
2552,IM2,62
2552,J,29
2552,B,156
2552,M,10
2552,A,0
2553,Outside,388
2553,IM1,50
2553,E,90
2553,C,144
2553,K,41
2553,N,5
2553,H,109
2553,GH,6
2553,G,38
2553,F,62
2553,D,123
2553,L,23
2553,IM2,58
2553,J,32
2553,B,131
2553,M,5
2553,A,0
2554,Outside,434
2554,IM1,120
2554,E,55
2554,C,143
2554,K,33
2554,N,3
2554,H,83
2554,GH,7
2554,G,35
2554,F,69
2554,D,109
2554,L,19
2554,IM2,77
2554,J,46
2554,B,109
2554,M,3
2554,A,0
2555,Outside,434
2555,IM1,107
2555,E,57
2555,C,153
2555,K,37
2555,N,4
2555,H,99
2555,GH,3
2555,G,39
2555,F,92
2555,D,110
2555,L,13
2555,IM2,66
2555,J,35
2555,B,170
2555,M,3
2555,A,2
2556,Outside,471
2556,IM1,145
2556,E,46
2556,C,139
2556,K,37
2556,N,2
2556,H,96
2556,GH,7
2556,G,41
2556,F,78
2556,D,104
2556,L,17
2556,IM2,57
2556,J,42
2556,B,159
2556,M,2
2556,A,0
2557,Outside,480
2557,IM1,115
2557,E,61
2557,C,147
2557,K,47
2557,N,0
2557,H,74
2557,GH,7
2557,G,53
2557,F,82
2557,D,108
2557,L,10
2557,IM2,44
2557,J,40
2557,B,95
2557,M,8
2557,A,0
2558,Outside,446
2558,IM1,101
2558,E,59
2558,C,156
2558,K,38
2558,N,4
2558,H,70
2558,GH,2
2558,G,52
2558,F,66
2558,D,101
2558,L,14
2558,IM2,62
2558,J,41
2558,B,142
2558,M,6
2558,A,1
2559,Outside,494
2559,IM1,39
2559,E,59
2559,C,167
2559,K,37
2559,N,2
2559,H,96
2559,GH,7
2559,G,39
2559,F,75
2559,D,97
2559,L,15
2559,IM2,52
2559,J,35
2559,B,144
2559,M,5
2559,A,0
2560,Outside,437
2560,IM1,118
2560,E,46
2560,C,135
2560,K,47
2560,N,4
2560,H,117
2560,GH,1
2560,G,29
2560,F,58
2560,D,103
2560,L,20
2560,IM2,22
2560,J,31
2560,B,134
2560,M,5
2560,A,0
2561,Outside,538
2561,IM1,109
2561,E,49
2561,C,133
2561,K,40
2561,N,1
2561,H,75
2561,GH,5
2561,G,46
2561,F,62
2561,D,116
2561,L,18
2561,IM2,51
2561,J,36
2561,B,126
2561,M,5
2561,A,0
2562,Outside,502
2562,IM1,106
2562,E,60
2562,C,172
2562,K,40
2562,N,0
2562,H,85
2562,GH,8
2562,G,46
2562,F,66
2562,D,84
2562,L,12
2562,IM2,63
2562,J,33
2562,B,108
2562,M,6
2562,A,0
2563,Outside,521
2563,IM1,108
2563,E,54
2563,C,133
2563,K,35
2563,N,0
2563,H,97
2563,GH,11
2563,G,35
2563,F,74
2563,D,107
2563,L,18
2563,IM2,36
2563,J,35
2563,B,120
2563,M,9
2563,A,3
2564,Outside,469
2564,IM1,99
2564,E,49
2564,C,130
2564,K,37
2564,N,2
2564,H,75
2564,GH,7
2564,G,51
2564,F,43
2564,D,97
2564,L,24
2564,IM2,73
2564,J,33
2564,B,170
2564,M,4
2564,A,0
2565,Outside,484
2565,IM1,108
2565,E,56
2565,C,105
2565,K,44
2565,N,1
2565,H,78
2565,GH,6
2565,G,47
2565,F,71
2565,D,98
2565,L,22
2565,IM2,58
2565,J,45
2565,B,127
2565,M,5
2565,A,1
2566,Outside,463
2566,IM1,105
2566,E,76
2566,C,119
2566,K,28
2566,N,3
2566,H,90
2566,GH,4
2566,G,32
2566,F,35
2566,D,126
2566,L,10
2566,IM2,78
2566,J,39
2566,B,139
2566,M,9
2566,A,0
2567,Outside,461
2567,IM1,105
2567,E,61
2567,C,132
2567,K,41
2567,N,2
2567,H,88
2567,GH,6
2567,G,53
2567,F,66
2567,D,116
2567,L,12
2567,IM2,42
2567,J,35
2567,B,131
2567,M,8
2567,A,0
2568,Outside,478
2568,IM1,129
2568,E,58
2568,C,147
2568,K,54
2568,N,3
2568,H,119
2568,GH,4
2568,G,38
2568,F,70
2568,D,87
2568,L,20
2568,IM2,46
2568,J,46
2568,B,138
2568,M,5
2568,A,0
2569,Outside,470
2569,IM1,120
2569,E,59
2569,C,126
2569,K,51
2569,N,2
2569,H,76
2569,GH,7
2569,G,44
2569,F,69
2569,D,120
2569,L,22
2569,IM2,42
2569,J,35
2569,B,165
2569,M,11
2569,A,1
2570,Outside,456
2570,IM1,132
2570,E,58
2570,C,126
2570,K,62
2570,N,4
2570,H,93
2570,GH,8
2570,G,44
2570,F,53
2570,D,111
2570,L,12
2570,IM2,30
2570,J,46
2570,B,107
2570,M,7
2570,A,0
2571,Outside,464
2571,IM1,112
2571,E,57
2571,C,134
2571,K,60
2571,N,1
2571,H,111
2571,GH,11
2571,G,42
2571,F,66
2571,D,118
2571,L,17
2571,IM2,54
2571,J,40
2571,B,160
2571,M,11
2571,A,0
2572,Outside,471
2572,IM1,95
2572,E,50
2572,C,138
2572,K,46
2572,N,3
2572,H,72
2572,GH,5
2572,G,57
2572,F,77
2572,D,135
2572,L,19
2572,IM2,70
2572,J,43
2572,B,174
2572,M,6
2572,A,0
2573,Outside,527
2573,IM1,142
2573,E,50
2573,C,129
2573,K,56
2573,N,2
2573,H,74
2573,GH,6
2573,G,52
2573,F,79
2573,D,114
2573,L,18
2573,IM2,60
2573,J,47
2573,B,116
2573,M,8
2573,A,1
2574,Outside,525
2574,IM1,174
2574,E,47
2574,C,131
2574,K,43
2574,N,2
2574,H,82
2574,GH,8
2574,G,46
2574,F,63
2574,D,105
2574,L,26
2574,IM2,49
2574,J,58
2574,B,104
2574,M,6
2574,A,1
2575,Outside,547
2575,IM1,135
2575,E,47
2575,C,145
2575,K,27
2575,N,2
2575,H,74
2575,GH,6
2575,G,38
2575,F,74
2575,D,147
2575,L,15
2575,IM2,60
2575,J,38
2575,B,129
2575,M,8
2575,A,0
2576,Outside,440
2576,IM1,161
2576,E,38
2576,C,155
2576,K,58
2576,N,5
2576,H,95
2576,GH,3
2576,G,42
2576,F,69
2576,D,136
2576,L,16
2576,IM2,39
2576,J,52
2576,B,164
2576,M,6
2576,A,0
2577,Outside,504
2577,IM1,168
2577,E,38
2577,C,144
2577,K,52
2577,N,3
2577,H,86
2577,GH,9
2577,G,55
2577,F,57
2577,D,140
2577,L,12
2577,IM2,55
2577,J,42
2577,B,124
2577,M,3
2577,A,2
2578,Outside,467
2578,IM1,129
2578,E,53
2578,C,154
2578,K,55
2578,N,2
2578,H,82
2578,GH,7
2578,G,53
2578,F,55
2578,D,147
2578,L,22
2578,IM2,24
2578,J,39
2578,B,134
2578,M,7
2578,A,0
2579,Outside,524
2579,IM1,148
2579,E,45
2579,C,135
2579,K,63
2579,N,4
2579,H,79
2579,GH,8
2579,G,44
2579,F,53
2579,D,133
2579,L,18
2579,IM2,55
2579,J,45
2579,B,148
2579,M,5
2579,A,0
2580,Outside,491
2580,IM1,127
2580,E,62
2580,C,129
2580,K,57
2580,N,4
2580,H,83
2580,GH,6
2580,G,38
2580,F,65
2580,D,119
2580,L,25
2580,IM2,43
2580,J,58
2580,B,139
2580,M,9
2580,A,1
2581,Outside,540
2581,IM1,148
2581,E,42
2581,C,138
2581,K,47
2581,N,4
2581,H,100
2581,GH,8
2581,G,47
2581,F,53
2581,D,141
2581,L,12
